腿 搁在办公桌上,办公桌
像彗星撞击地球一样,彗星
这时候别和我说话,说话
我只会说哈哈哈哈
Hater拿我都没有办法,办法
每当我回头看他,回头
都是哭丧着脸
我会把你裤子扒下,裤子
屁股中间画个叉叉,叉叉
瞄准靶心扣动扳机你会哭着喊着找妈妈,扣动
平时很低调,低调
不引起注意,注意
单程的机票,单程
在云里雾里,云里雾里
留下个记号,记号
就返回陆地,陆地
帮你们洗脑更新最新数据,洗脑
他们讨论我像讨论姚明,讨论
说我的歌曲全部是噪音,噪音
凌晨四点钟都被我吵醒,吵醒
用我的verse做手机闹铃,闹铃
他们讨论我像讨论姚明,讨论
给你注射鸡血变得有劲,鸡血
高举双手是我口令,口令
他们讨论我像讨论姚明,讨论
都那么出色
你们讨论我像讨论姚明,讨论
诶诶诶 居家旅行肯定必备,必备
哪个妹儿跟你两个匹配,妹儿
Bounce 连锁反应看得出来哪些信号不好,看得出来
Bounce 男的还是女的站到还是坐到张口就来,站到
Bounce 都市武侠动作喜剧演了CUT都搞忘了喊了,武侠
全来满了 虾子肯定高兴惨了 HUH,虾子
你来Pei下下场比分到底几比几,下场
MIRACLE的CITY快点不然没空位,空位
比较酷的英文名字MI-NI-MA-NI-HO,英文名字
MADE IN CHINA 你去惹嘛中国人KUNGFU,中国
ME N MY BRO 有好潇洒玩着WORDPLAY
INTERNATIONAL的航班CD TO LA,航班
小伙子莫的搞吃不得亏,吃不得
碰断了碰断了个人倒霉,碰断
失败者GO LOOK AT FACE,失败者
SOMEONE 夜路闯了鬼,夜路
显得自己很无辜,无辜
开的香槟里面多少兑了水,香槟
闭上你的嘴 憋口气再吐,闭上
把你的座位 调到最佳的角度,座位
灵感沙发战术口令42 BIU BIU,口令
OH OH MY GOD 他们像是得了心机病,心机
而我ENJOY MY LIFE 口感像是吃了冰淇淋,冰淇淋
挡不住的球 进入门框变成1比0,门框
小心抢走生意把你门口变成寂静岭,抢走
可以是真的可以
北方民谣唱成都多余 是真的多余,民谣
别再问小酒馆在哪里 下一个爬梯,爬梯
海报上清清楚楚扒起,扒起
开起轰炸机 MY金发芭比TRY ME HO,芭比
垃圾话丢WC里 HUH,垃圾
我们让火星来撞上地球 效果是3D HUH,火星
周末也很少能睡个懒觉,懒觉
不止为奢侈品 HUH,奢侈品
导弹的红色按钮 HUH,按钮
只需要一分钟 BIU BANG,需要
没操场 不影响变AIR JORDAN,操场
MY LIFE 太多经典电影桥段,经典电影
全世界范围内的业务包办,包办
不信就别随便说没得可能,没得
最逗人爱 最会耍帅 最跳站做的全是买卖,逗人
哎呀天呐 看得到摸不到心如刀绞,得到
要个电话被误会成骚扰,误会
美女说我脸不要命不要,美女
对头 我的目的就是想要找你,对头
跟到我超绝对满展我们不管现在时间几点,跟到
喜来登和锦江宾馆随便你选,锦江
等我们到了房间,房间
我当医生你当病人顺便给你做个全方位的体检,体检
爽 感觉好爽,感觉
学校里面的所有人都喊我J哥你说我有好港,所有人
脚上穿的Air froce 1
手上拿棒棒糖,棒棒糖
听的是Hiphop muzik 耍的手机Sidekick 很宰得,手机
最逗人爱 最会耍帅 最跳站做的全是买卖,逗人
没的规矩不成方圆,规矩
没的我的地方不叫夜店,夜店
兄弟伙都说我对付自己人下手最狠,下手
你娃才晓得我是火葬场开后门专烧熟人,专烧
看到叶子就飞,叶子
看到美女就追,美女
只有美女才对我的口味,口味
校服陪牛仔裤Lookin' good,校服
Sidekick 3陪墨镜Lookin' good,墨镜
身上挂的Blin'给人感觉就是琳琅满目,感觉
不要羡慕 请你记住,羡慕
我是成都的校园风云人物,校园
反正Haters觉得啥子穿起难看我就咋个打扮咋个穿,难看
就是最嚼酸
咋子喃 我喜欢 你管得宽,喜欢
最逗人爱 最会耍帅 最跳站做的全是买卖,逗人
要钱 要命 你咋选,要钱
崩锤子的大款 吃好用多好大碗,大款
揣了20块钱要从早耍到晚,耍到
啥子那么凶的小帅哥要拿个PRADA包,小帅哥
给你说嘛200块钱淘宝上切挑,块钱
豁哟 纪梵希 BURBERRY 大金表,金表
INSTAGRAM 微博微信 好,微信
顺丰包邮考虑周道,顺丰
那些屁股翘的小美女就跑不了,小美女
如果感到我的气场那就请你点个赞,气场
如果觉得高端大气那就请你点个赞,高端
具体问题 还是要问元芳怎么看,元芳
你的公交卡弄丢了还在问我怎么办,公交
真要问我怎么办？只有凉拌炒鸡蛋,炒鸡蛋
觉得肚子还没填饱再来一碗稀饭,填饱
对你好才说你两句你还不让别人说,不让
噢我的天呐 什么怎么那么多,天呐
以前一个班的变成了 阿 尼 亚 瑟 哟,变成
什么狗屁 设计师都完蛋去,狗屁
文艺玩文艺 在想你的夜,文艺
想你的夜里 旁边是你姐
懂得起的YEP JD ZARA,懂得
IPHONE7代信号不好你娃又再假嘛,信号
我来自广西 帅哥你来耍嘛,帅哥
穿得不贵但是衣服就是比你配得好,衣服
头发梳来立起 要不完了 你好不得了,梳来
跑一了趟二环鼓捣师傅不打表,鼓捣
二十块钱买了一包蓝娇钱还不用找,蓝娇
奢华哦 小娃儿 你杂不学好,小娃儿
砸的嘛 一天到晚 到处跑,到处跑
你的年龄只能听下《校服不潮》,听下
在夜店你年龄最小 脑袋 冒个泡,夜店
明明驾驭不到你还鼓捣拿去穿,鼓捣
说了没得打折款了你还紧到翻,紧到
不要把我盯到你在安啥子嘛安
诶诶诶 居家旅行肯定必备,必备
哪个美跟你两个匹配,匹配
Bounce 连锁反应看得出来哪些信号不好,看得出来
Bounce 男的还是女的站到还是坐到张口就来,站到
Bounce 都市武侠动作喜剧演了CUT都搞忘了喊了,武侠
全来满了 虾子肯定高兴惨了 HUH,虾子
你来Pei下下场比分到底几比几,下场
MIRACLE的CITY快点不然没空位,空位
比较酷的英文名字MI-NI-MA-NI-HO,英文名字
MADE IN CHINA 你去惹嘛中国人KUNGFU,中国
ME N MY BRO 有好潇洒玩着WORDPLAY
INTERNATIONAL的航班CD TO LA,航班
小伙子莫的搞吃不得亏,吃不得
碰断了碰断了个人倒霉,碰断
失败者GO LOOK AT FACE,失败者
SOMEONE 夜路闯了鬼,夜路
显得自己很无辜,无辜
开的香槟里面多少兑了水,香槟
闭上你的嘴 憋口气再吐,闭上
把你的座位 调到最佳的角度,座位
灵感沙发战术口令42 BIU BIU,口令
OH OH MY GOD 他们像是得了心机病,心机
而我ENJOY MY LIFE 口感像是吃了冰淇淋,冰淇淋
挡不住的球 进入门框变成1比0,门框
小心抢走生意把你门口变成寂静岭,抢走
可以是真的可以
北方民谣唱成都多余 是真的多余,民谣
别再问小酒馆在哪里 下一个爬梯,爬梯
海报上清清楚楚扒起,扒起
开起轰炸机 MY金发芭比TRY ME HO,芭比
垃圾话丢WC里 HUH,垃圾
我们让火星来撞上地球 效果是3D HUH,火星
周末也很少能睡个懒觉,懒觉
不止为奢侈品 HUH,奢侈品
导弹的红色按钮 HUH,按钮
只需要一分钟 BIU BANG,需要
没操场 不影响变AIR JORDAN,操场
MY LIFE 太多经典电影桥段,经典电影
全世界范围内的业务包办,包办
不信就别随便说没得可能,没得
师傅说 脚站稳 学会二字钳羊马,羊马
Pop some fun roll dat tree 伙到不落屋的耍
你哪位了不起 Never heard dont give a f*ck,了不起
如果大脑 太占内存 我先帮你格式化,格式化
Hoo-wee hoo-wee 来杯shot
淋过喉咙烧到心了,淋过
衣服穿上Adidas,衣服
Rapstar都有点架子,架子
投篮之前耍点花式,花式
要度过每一个假日,度过
承包下一整个BUS,承包
你看她们屁股大,屁股
那喊来都劈个叉
我旁边先理个发,先理
兄弟over here,兄弟
姑娘over there,姑娘
Beat you没问题,问题
我们的野心是冲上云层不是干瓶瓶才显得深,云层
想要努力得到结局好美满,结局
我嘴巴里面的语言,嘴巴
总是会有一大堆
路过了成都的北门,北门
我现在刚刚下车,下车
一路上没遇到阻碍,阻碍
顺畅得就像滑冰,滑冰
如果你观念太落后那我们的责任是把你刷新,刷新
从日出我忙到了日落,日落
不要教我咋个去致富
我搞不清人情和事故,人情
除了说唱我就一无是处,说唱
AY 只是不甘愿太平凡,甘愿
AY 我不会平凡,不会
未来的场景 它不断强行 在我的大脑里一遍遍循环,场景
想要努力得到结局好美满,结局
HEY 咋个奖金还没结 YAOYER x3,没结
又要推到下个月 YAOYER x3,推到
嚯哟 What you gonna say YAOYER x3
踩脏我白色球鞋 YAOYER x3,球鞋
要不得 老师傅都找不到路指望我,要不得
Universe mind contro 管时间的无限宝石,宝石
距离上一次了断片 又过了几百个小时,断片
Triple Tequila 加 Whisky double 敢说我没醉,没醉
平心静气  呕心沥血  要以和为贵 I'm okay
不懂事的小娃还在那边费 Wait,小娃
爬开点 爬开点 累赘 看到我跟到黑白配,爬开
拿了朵别个的玫瑰 献给你献给你 Baby,献给
莫得事就位 妖艳 x3 莫得事就位~,就位
咋个奖金还没结 YAOYER x3,没结
又要推到下个月 YAOYER x3,推到
嚯哟 What you gonna say YAOYER x3
踩脏我白色球鞋 YAOYER x3,球鞋
就像抓到暗七对的阿姨忙到摸牌 YAEYAE,摸牌
贝肯鲍尔带球过人速度八十多迈,贝肯鲍尔
那么一个词来形容这个状态,形容
给了你几秒钟时间等待 更本就不需要故事梗概,故事梗概
等到我屹立在人山人海 妖艳 全部都来 妖艳 What about life 妖艳 又在那宰 妖艳,人山人海
莫得事就位 x8,就位
咋个奖金还没结 YAOYER x3,没结
又要堆到下个月 YAOYER x3,堆到
哦呦 What you gonna say YAOYER x3
踩脏我白色球鞋 YAOYER x3,球鞋
诶诶 见了最后一面说声 Byebye
我的兄弟伙在楼底下给我点了外卖,外卖
这信号不好莫得wifi,莫得
好男人是我 但我不叫曾小贤,曾小贤
通常初次见面我会腼腆别说你讨厌,讨厌
总是会有人会觉得看我超级不顺眼,觉得
但是那些女孩都说这个男生超正点,正点
HEY 就让我说你猜 但你始终猜不到,就让
就像你想不通你的钞票一天比一天少,钞票
注重内在和外表 我是年轻优秀的代表,外表
喊我年轻优秀
给我再多都不够,不够
所以不要大惊小怪不要小看了90后,小看
一般搭讪女生脸皮要比任何人还厚,搭讪
可以稳重 可以幽默甚至 可以变小朋友,小朋友
不管白天还是黑夜一样 需要过的精彩,黑夜
STOP 拒绝奢侈的名牌,名牌
想要变得年轻优秀最重要是摆正心态,摆正
当然人群中间还是只有我最受到青睐,青睐
HEY 小姐你好 请你喝一杯咖啡,喝一杯
HEY 在这之前麻烦先亲嘴,亲嘴
快乐的小Ty.
骄傲着个性看谁都是小屁孩,小屁孩
别做我朋友拿开你的好利来,拿开
我现在只想跟着音乐摇起来,音乐
我好期待,期待
快乐的小Ty.
骄傲着个性看谁都是小屁孩,小屁孩
别做我朋友拿开你的好利来,拿开
我现在只想跟着音乐摇起来,音乐
我好期待 你好意外,期待
成都勒火锅就是又麻又辣,麻又辣
你多吃几次就习惯了,习惯
你多吃几次就习惯了,习惯
喊酱爆  jamboom！
普通话和方言,普通话
通杀 在成都,通杀
不麻不辣不叫
成都味道,味道
我才不当潮人,潮人
因为潮人他们都在学我,潮人
好烦哦 好弹哦
我唱花田里犯了错
老熊MOW他说的舶来品 不好听就不得流行,舶来品
流行的定义我定,定义
就像我是裁判我说的才算,裁判
管你们咋说 管你们咋想
该咋个讲就杂个切讲,切讲
写出来的东西是关键是要用你的心切想,关键
喊酱爆  jamboom
亏本的生意不做,亏本
给我的赞助都不错,赞助
不错 在哪？
唔哈~ Nike ice Cream supra
老段~ 好久整点EVISU撒,老段
其他的裤子你都可以甩了要吗拿给猪穿,拿给
我的歌词全都带有讽刺的意味,歌词
野性的气味太异类是密配,密配
的调料在咆哮的调教着那种麻辣的味道,调料
这个感觉如果你喜欢那么及时向我汇报,喜欢
接着我会带你进入成都说唱的时空隧道,说唱
喊酱爆  jamboom
歌词不但需要动笔还要动一下脑筋,动笔
说唱不是街边边上的婆娘过捏吵经,说唱
慢慢的在说慢慢的在唱要麻要辣都可以
我们的东西很烫就像24号的科比,东西
成都的味道巴士安逸不是我在豁你,巴士
如果觉得不麻不辣我保证不收锅底,锅底
喊酱爆  jamboom
蓝色灯光在我房间迷幻般围绕,蓝色
眼睛睁得多大躺在床上不自觉在笑 YO,床上
刷个朋友圈 HUH WHAT IM TALKINBOUT,朋友圈
如果你也和我一样 不如建个群来聊
我说晚上睡不戳 咪到眼睛都睡不戳,眼睛
I DONT GIVE A 冰箱打开拿瓶科罗娜啤酒 喝,科罗娜
越喝越醉 越来越兴奋 CHILLING WIT SOME TREE,兴奋
阴阳怪气焕然一新 GO GET WEAR MA JD
欢迎加入晚上睡不戳的俱乐部,俱乐部
小朋友们不要耍火谨防半夜烂 尿,小朋友
游戏被我打 爆,游戏
亲吻我的 嘴角,亲吻
角色扮演 上帝视角 不然睡不戳觉,角色扮演
起来看欧冠,欧冠
给你说个事情 所以千万不要给别个说,事情
打的不 打的不 打的不打
水了嘛 水了嘛 水了不假
在白天 基本上 见不到人 想约我 的朋友都 都个人切耍,想约
到晚上 九点过 逐渐精神,精神
世界的 色调都 五彩缤纷,色调
睡不戳 俱乐部 推开大门,俱乐部
给我一根你那 MTFK CIGARETTE
磨皮擦痒的你STFU 扯个背,磨皮
如果你睡不戳 我在等到你入会,入会
晚上睡不戳的俱乐部 和凌晨有一腿 YO,俱乐部
一起看欧冠,欧冠
BAD BISH IN TIGHT 让我晚上睡不戳
你要跟到别个学 结果你也睡不戳,跟到
OH MY BAD BISH IN TIGHT 让我晚上睡不戳
你要跟到别个学 结果你也睡不戳,跟到
蓝色灯光在我房间迷幻般围绕,蓝色
眼睛睁得多大躺在床上不自觉在笑 YO,床上
刷个朋友圈 HUH WHAT IM TALKINBOUT,朋友圈
如果你也和我一样 不如建个群来聊
我说晚上睡不戳 咪到眼睛都睡不戳,眼睛
I DONT GIVE A 冰箱打开拿瓶科罗娜啤酒 喝,科罗娜
