lyric,topic
被人栽赃你却说我一个巴掌拍不响 uhuh,成长
我只是实话实说 也没在背后挑拨,成长
我不想藏着掖着有话一定 当面讲,成长
上课就趴在课桌 回家就缩在被窝,成长
我遭受过好的坏的委屈我都藏在 心里想,成长
不服的 动武的 都后悔在太岁头上动土,成长
痛苦的 痛楚的 都让我变强有目共睹,成长
天将降大任于斯人也势必会劳其筋骨,成长
苦其心志饿其体肤也没见得多少辛苦,成长
我活的这么拼 也没见得路好走,成长
我脑子没你精 但我选择拿心交朋友,成长
往酒里加点冰 别再为钱装小丑 homie,成长
没关系祸多大 我自己扛的下,成长
不在乎多少小人在我背后讲坏话,成长
我从来都不害怕 也没后悔玩HipHop,成长
唯一能让我低头的男人就是我老爸 uhuh,成长
班主任说我笨 原因我也不想问,成长
我知道打破规则的人注定被人恨,成长
偶尔也去走走肾 每天走到街上混,成长
多少人劝我放弃说唱说你 没天赋,成长
我从未改变初衷答案一直 都是不,成长
我不想再唱 重复Hook 因为再也不走 重复路,成长
无所谓前方还有多少阻碍我的 未知数,成长
hey 妈妈带你开跑车,亲情
hey 妈妈陪你听老歌,亲情
hey 妈妈带你吃好的,亲情
二姐担心什么以后还有我呢,亲情
你陪我长大我陪你变老,亲情
我是你的小弟他们叫我阔少,亲情
不用担心我会越来越好,亲情
不仅成长还会把钱赚到,亲情
妈妈你别担心我会累到,亲情
我在工作你就放心收拾睡觉,亲情
睡前我会给你发个信息,亲情
给这完美的一天画上个句号,亲情
你对我的爱也没有人能比,亲情
以后娶了媳妇全家还是顺着你,亲情
不管出生坐的宾利还是倒骑驴,亲情
这辈子你只要明白 i love you mom,亲情
从小到大你没给我做过饭,亲情
这个笑话我能一直讲到三点半,亲情
但我每次生病你总陪我到凌晨,亲情
好吧二姐跟你抵消这笔账,亲情
你教我学习不好但一定要会做人,亲情
当然还要尊重爱你的人包括神,亲情
enn 跌倒了不要忘了疼,亲情
在伤口撒上盐巴记住真心交点人,亲情
你和我吵架 放心有03,亲情
我派他逗你开心 顺便送你小铃铛,亲情
怀念你儿时送我的玩具,亲情
特别是飞车里的小时装,亲情
听着我答应你 老了带你happy 带你去酒吧点最贵的酒,亲情
就像小时候你牵我那样 以后换我来牵你的手,亲情
全世界的lady我不放在眼里,亲情
你身上的魅力可以开个颁奖典礼,亲情
i can 照顾你的以后,亲情
走街上牵你手 u know my mama,亲情
为了你为了钱为了以后答应你当领袖,亲情
照顾好守护好我们的家撑起整个宇宙,亲情
请你把一切丢在旁边,亲情
让心情保持新鲜,亲情
我们还去世界兜圈,亲情
去哪就由你来抽签,亲情
wow mom 是你的称号,亲情
但你心里像个孩子我也知道,亲情
出门大大咧咧,亲情
老是走走歇歇,亲情
总告诉我们在外要讲礼貌,亲情
别喝醉别感冒是你的口头禅,亲情
虽然生了病但是我也到处玩,亲情
那微信轰炸他对我无效,亲情
但跟我爸通话那请你不要,亲情
d 现在还记得凌晨带我上医院的肩膀,亲情
明明很累但是你还扛下,亲情
告诉我是易如反掌,亲情
那现在换我 换我来为你,亲情
为你来避风遮雨,亲情
努力的存下财富,亲情
让你做个窈窕淑女,亲情
这个男孩,成长
别人当他怪胎,成长
太多话他不说出来,成长
命运无改,成长
阻止不了他存在,成长
追求他脑海的天籁,成长
用音符速写出色彩,成长
恨与爱,成长
放一块,成长
是他世界的形态,成长
只有将回忆 置身事外,成长
终究明白,成长
所有的都会看得开,成长
归来 犹是如风一男孩,成长
为了自由活着我该逃出这座监狱,成长
在此之前长时间自我封闭,成长
如今算是开了先例 can u feel me,成长
一跟手指刻满歌词的石灰墙壁,成长
下午六点就戴上耳机指挥我灵魂写出旋律,成长
或者太失败 被叫做怪胎,成长
邻居都嘲笑着这个小孩,成长
熟悉这黑暗和无声的世界组成了他的无奈,成长
落地窗里夕阳在一点点减少 心心念念祈祷 希望黎明提早,成长
墙皮是他笔稿 命运被他击倒 放弃睡眠起草 不会跪下哪怕跌倒,成长
keep running keep free 当你失去才知道它珍贵,成长
无所谓一切离开别人眼光上的针对发誓去把他们全部击溃,成长
我看到太多人还在郁郁寡欢,成长
时间浪费的太多 只会拿声色名利在手上把玩,成长
在同一幅画面里 拾起了dream和melody是我习惯,成长
爱与恨组成了我的翅膀 lucifer冲破羁绊,成长
可能 我六十岁还在做梦,成长
伤口 不会再隐隐作痛,成长
感受这股自由流动,成长
不希望唯利是图只愿作风,成长
有时候重要的不是得到肉眼看到的攀比就像圈套 带给你喧闹,成长
最后像鞭炮 不如你争取为梦想咆哮 之后殉道,成长
这时候能找到自我才是源泉真滴,成长
只愿用心传达音乐里的哀乐增益,成长
my boy find your way follow your heart keep free 如风一般的飘逸,成长
恨与爱,努力
放一块,迷茫
是他世界的形态,迷茫
只有将回忆 置身事外,迷茫
终究明白,迷茫
所有的都会看得开,迷茫
归来 犹是如风一男孩,迷茫
我变得不由自主,迷茫
神经都不受控制,迷茫
身体都不受控制,迷茫
我喝的都很多,迷茫
倒出来的酒,迷茫
从来都不欠,迷茫
让人感觉我是real非常讨人厌,迷茫
不必太过关注,迷茫
还达不到的参数,迷茫
思想乱乱的再绕山路,迷茫
都是为了自己何必要在意结果,迷茫
干嘛还要去不停思索,迷茫
要怎么样配合着别人去演,迷茫
当凭着rap赚钱不会再要求自己内敛,迷茫
我变得不由自主,迷茫
神经都不受控制,迷茫
身体都不受控制,迷茫
flow变换让你根本理不清,迷茫
不自曝身份不制造争论,迷茫
从地下走来作品让你慢慢听,迷茫
身处被蒙蔽的欲望和模糊的去向,迷茫
自己早就已经遍地鳞伤,迷茫
走更遥远的路买大的房子住,迷茫
with homie 一起玩转 hollywood,迷茫
不可能断掉的脊椎,迷茫
只能够一味 接受着疲惫,迷茫
在自己面前都干掉了敌对,迷茫
和那些老大都成为了一辈,迷茫
我变得不由自主,迷茫
神经都不受控制,迷茫
身体都不受控制,迷茫
一尘不变 容易疲倦,努力
说再见给过去刻板局限,努力
I got my slash 斜杠出现,努力
一道闪电 视线不走直线,努力
看全面我的角色自由突变,努力
不按套路出牌的如你所愿,努力
前一秒的状态下一秒如你所见,努力
不看表面我身手矫健,努力
别再跟我讨价还价改变世界,努力
把节奏打乱实力派是我的事业,努力
我改变自己世界都被颠倒日夜,努力
全方位的保证斜杠 boy 都太过直接,努力
请你留在原地 分析我的实力,努力
多重身份太有新意忙着定义,努力
齐头并进的原理 从来不需要回避,努力
请别误解这原意 看你入弯都没力,努力
顽固的老派毫不犹豫远离,努力
华丽的出击撕破你的脸皮,努力
拿出勇气去面对 不用假装的谦虚,努力
不管任务再艰巨 过程地段多偏僻,努力
早就升级了装备内外都配套,努力
打破沉寂的通向成功的轨道,努力
困难和舆论早被我装进背包,努力
看 slash 记号 成功的味道,努力
我步伐都带电 新王朝再现,努力
把缺陷都改变 让个性展现,努力
对 hater 说再再再见,成功
不随波逐流 被岁月替代,成功
登上了山顶 看到了烟云,成功
在去当 Champion wo,成功
我就当去散心 把风景看尽,成功
随便拿冠军 嗯,成功
遥远的路途 送上我祝福,成功
享受着孤独 诶,成功
多重的身份 风格的认证,成功
实力都承认,成功
打开隐藏的神秘,成功
秀出傲人的成绩,成功
其他 I don't care,成功
大胆的迈步再勇敢抬头,成功
无缝的转换我方法太熟,成功
wow 新一代山东响马LS2H,积极
Represent山东和我兄弟泰山饮酒对诗,积极
白手起家 和Homie团结一心肝胆相照,积极
Flow从子弹evolution成枪炮,积极
Eh 泰安 青岛 潍坊 济南 兄弟布满齐鲁之地,积极
I love my city love my crew My bro都在我身后祝我一臂之力,积极
My province we fight for it让野火烧的更加肆意,积极
对各位说声抱歉,积极
饭碗都被我抢掉 还有什么理由不靠边,积极
用老练的技巧 和 强劲的energy勾兑,积极
用实力立足像中国乒乓球队,积极
Eh 要做到 0 to 100,积极
就算是妹子们围成圈我们也都不会搭理,积极
We are hustling 每天忙完都疲惫,积极
Yeah yeah 忙着把Hater击溃,积极
LS2H 要站到更高峰的位置,积极
快把沿途的垃圾给清理 now we clear,积极
要付出100％的努力团队从小做到大,积极
0 to 100碰到再多困难我们都不怕,积极
听这首歌的妹子身材好 辣,积极
突破你每个防守赢得competition,积极
LS2H 给你新的vision,积极
认真听我们的歌 关掉television,积极
这节奏对你耳朵调教 你嗨到咆哮,积极
LS2H在你耳边环绕,积极
Follow the movement 跟我们一起玩闹,积极
为山东说唱注入新的生命力,积极
So call me tiger 你可以肆意妄为当我沉睡,积极
我走过的街头 尖叫声有多少分贝,积极
LS2H my whole team打乱这排位,积极
hiphop in 中国山东正在崛起,积极
作为新生代的我们有太多需要学习,积极
ay 这是LS2H,积极
Represent山东,积极
身体那么热 赶快躲进空调里,积极
千万别生我的气 学好语文和地理,积极
真正能够给你看好病的只有你自己,积极
Ah 可能感觉有点让你害怕,积极
嫉妒就像你身后的backup,积极
转移注意力 假装还在打游戏,积极
在他耳边又在悄悄说着坏话,积极
你在圈子里面是否有着很多朋友,积极
过的比你好吧所以让你疼了很久,积极
当她发了短信说要就此与你分手,积极
世界不用你拯救 收起你的脱口秀,积极
果然不折不扣就是一个fake rapper,积极
杀了你的我的嫉妒心,积极
杀了你的我的嫉妒心,积极
嘿 名利都围在我周围,积极
把能力勾兑 要变强满足嫉妒心,积极
想杀我OK 技术欠佳用点心,积极
ye 眼睛里的捕食食物就是你,积极
把你 超越 后 吸收 精髓进入我身体,积极
坐在黑暗角落 红着眼的就是你,积极
虽然lazy 但是干起来很用心,积极
你眼睛红着 并且心里失去重心,积极
满脑子不切实际 想给自己镀金,积极
妒性很强 但是新歌都没录音,积极
little boy 失去了上劲就是废的,积极
不要对号入座 这段是说在下会玩,积极
不要担心我了 总有我自己的对策,积极
做好自己 并且保持work hard play hard,积极
杀了你的我的嫉妒心,积极
朋友圈是给你下了毒,diss
朋友全只留下能让你有利可图 那 一部分,diss
黑白不分的小人,diss
从每一个早晨,diss
构思韵脚都要秀点优越感,diss
但爸妈问我唱的歌词怎么没有旋律,diss
我告诉他们说唱就是这样让我痊愈,diss
你越是不服 越是酿造我的自信,diss
在我没让你眼红前给我出馊主意,diss
操心我起步有多晚 人设有多懒脾气有多软,diss
你看看你过得有多惨,diss
whatever你的贪欲 有多详细 有多洋气,diss
我藏匿在墙壁 带着强力的凉意,diss
我不快也不帅 也没有钱拿去败,兄弟
但当我拿起麦我兄弟姐妹们都在,兄弟
你觉得我们冷酷 但我们并不坏,兄弟
你觉得我们温柔因为心里都是爱,兄弟
哥们有钱别胡来 没钱别无奈,兄弟
哥们你给我Peace我还你Respect,兄弟
我的说唱来自街头 变化各种形态,努力
任我逍遥自在 穿梭在各个年代,努力
有时潇洒澎湃 有时痛苦无奈,努力
Real HIP HOP never die 他永远存在,努力
当Real Nigga现在都不做Real Rap,努力
你又何必跟着他们惺惺作态,努力
当Real Nigga现在都不做Real Rap,努力
还是那句话 很高兴认识你,努力
既然你们惧怕 那我们来治理,努力
你要听清 We still here n watching u,努力
自封的精英 U know why I touching u,努力
所以听清 We still here n watching u,努力
还没有听清 U feeling me I feeling u,努力
Yo bro 放下愤怒为了这一次,努力
为了共同的理想努力写下的每一字,努力
你爆表的期待 先安静的欣赏 然后嘴巴闭起别意外,努力
快找到那跟着节奏跳起来的状态,努力
Hey 别太奇怪 这个时代我还在,努力
没被淘汰 管你爱或不爱,努力
我依然握Mic讲着不平常的故事,努力
平常心的看待物质,努力
没法儿复制的天生顽皮,努力
骄傲的固执都是真的真的,努力
时间让你无法忽视别再衬着衬着,努力
野路子也是路子,努力
Check my style 听就让你燥,努力
你看这群星在闪耀 NOUS给你上眼药,努力
哥们是谁呢 哥们是Kigga,努力
Give me one 一个新的挑战,努力
Give me two 永远不会停下我的脚步,努力
下一个五年让你期待Bro,努力
重新出现太多的波折,努力
待我回来重新主演,努力
贪得无厌的你们,努力
爱装亲密无间 逐渐浮现,努力
Sorry我都看不见,努力
以不变应万变,努力
